Date,Type,Link
2026-05-15 13:35:22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7460836076669079553
2026-05-15 13:35:15,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7460997672322281472
2026-05-15 12:19:02,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7460720803328880640
2026-05-15 08:20:15,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458189643306565632
2026-05-15 07:56:10,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7460922066989494272
2026-05-15 04:13:11,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7460599609460051968
2026-05-15 04:12:17,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7460794795440087040
2026-05-14 19:29:02,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7460590186637262848
2026-05-14 12:45:09,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7459981902217777152?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7459981902217777152%2C7460638498753126401%29
2026-05-14 08:13:13,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7460599799927603200
2026-05-14 08:13:06,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7460599799927603200?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7460599799927603200%2C7460600953507930112%29
2026-05-14 07:19:05,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7460573376521154560
2026-05-14 06:42:09,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7460497689969872896
2026-05-13 18:38:09,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7460372777804529664
2026-05-13 16:41:10,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7460323342886191104
2026-05-13 13:51:08,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7460325292470005760
2026-05-13 11:59:41,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7460012487225257985
2026-05-13 11:58:26,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7460195917405515776
2026-05-13 11:55:43,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7460064285226991616
2026-05-13 11:37:39,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7460070729749950465?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7460070729749950465%2C7460105687570964480%29
2026-05-13 11:37:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7460070729749950465
2026-05-12 16:26:25,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7459943109590773760
2026-05-12 16:24:58,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7459170842162221056
2026-05-12 16:16:59,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7459919765768192001
2026-05-12 10:29:42,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7451240024852815872
2026-05-12 10:23:40,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7459895265999622144
2026-05-12 10:18:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7459875016130641920?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7459875016130641920%2C7459908210850750464%29
2026-05-12 08:52:11,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458036670345457664
2026-05-12 08:48:52,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7459843475274964992
2026-05-12 08:42:25,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7459875016130641920
2026-05-12 07:29:30,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7459582505424326657
2026-05-12 07:28:23,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7459531879205986304
2026-05-12 07:27:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7459823202358444032?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7459823202358444032%2C7459823261862752256%29
2026-05-12 07:26:19,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7459823202358444032
2026-05-12 07:25:07,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7459692172313882624
2026-05-11 15:56:21,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7455567410335600640
2026-05-11 15:55:59,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7459464072275791872
2026-05-11 15:53:23,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7459603286048849921
2026-05-11 11:05:55,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7459546722374057984
2026-05-11 11:05:43,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7459297226473967616
2026-05-11 10:18:00,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7459507649273851905
2026-05-10 06:39:34,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7453432957572104193
2026-05-10 06:36:07,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458978435223326720
2026-05-10 06:35:04,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458968370852425728
2026-05-09 19:32:19,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7454148536432246784
2026-05-09 19:18:08,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458834036413632513?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7458834036413632513%2C7458845187394424832%29
2026-05-09 19:17:20,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458624550465953792
2026-05-09 18:19:34,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458473754088779776
2026-05-09 18:14:09,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7457357790613798913
2026-05-09 18:13:43,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458620698698227712
2026-05-09 18:13:36,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458867382258708480
2026-05-09 18:13:28,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458865563545612288
2026-05-09 11:01:50,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458622835419209728
2026-05-09 10:25:45,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7348252017284247554
2026-05-09 10:25:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7355872884260511744
2026-05-09 10:25:35,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7356978144777551872
2026-05-09 10:25:30,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7387494541530124288
2026-05-09 10:25:28,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7415408867653824512
2026-05-09 10:24:49,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453044660408573952
2026-05-09 10:24:42,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7457838933700288530
2026-05-09 10:24:32,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458777663739043841
2026-05-08 18:05:54,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458531445188259840
2026-05-08 15:01:48,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458458710722433024
2026-05-08 11:56:11,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458377310430478336
2026-05-08 11:55:32,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458399290852319232
2026-05-08 11:54:16,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7457373666327031809
2026-05-08 11:00:10,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458380435589435392
2026-05-08 10:51:04,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7458424450116640769
2026-05-08 10:49:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458199997973504000?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7458199997973504000%2C7458274638612152320%29
2026-05-08 10:49:02,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458199997973504000
2026-05-08 10:48:55,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458397731548569600
2026-05-07 19:12:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7457732385678462977
2026-05-07 19:10:29,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7457433160327479296
2026-05-07 19:05:07,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458225155169800192
2026-05-07 18:45:07,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458174618990968832
2026-05-07 14:48:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7457326994976935936
2026-05-07 14:48:09,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7457075798202613761
2026-05-07 14:48:08,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453542203932631040
2026-05-07 14:46:20,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458075703704649728
2026-05-07 14:46:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7457825407388581888
2026-05-07 07:48:49,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7458049011585937408
2026-05-06 18:56:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7457519007588429826?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7457519007588429826%2C7457519963227164672%29
2026-05-06 18:56:15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7457806433636552704
2026-05-06 18:54:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7457436088505282561
2026-05-06 18:53:47,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7457761915545702400
2026-05-06 18:52:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7457825725107310592
2026-05-06 08:30:53,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7457697305593450496
2026-05-06 05:35:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7457540461621235712
2026-05-06 05:34:58,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7457519211649667072
2026-05-06 05:33:37,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7457504099916267520
2026-05-06 05:32:41,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7457527361433989120?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7457527361433989120%2C7457530227037032448%29
2026-05-05 08:40:45,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A2256615-7454838726536372224
2026-05-05 08:40:10,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7455501571259457536
2026-05-05 08:40:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7457078608688476160
2026-05-05 04:31:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7456082103248674816
2026-05-05 04:29:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7456267532711215104
2026-05-05 04:29:06,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7457094215055994880
2026-05-05 04:27:56,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7455632124809834496
2026-05-05 04:25:03,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7455571669223636993?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7455571669223636993%2C7456927232888913920%29
2026-05-05 04:24:46,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7455571669223636993?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7455571669223636993%2C7457141673689505793%29
2026-05-05 04:24:00,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7455571669223636993?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7455571669223636993%2C7455939196663312384%29
2026-05-05 04:17:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7455571669223636993?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7455571669223636993%2C7455722927490166784%29
2026-05-05 04:14:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7452677043273580545
2026-05-05 04:11:54,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7457155552079687680
2026-05-04 16:08:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7457070007194353664
2026-05-04 08:59:03,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7456355836592844800
2026-05-04 08:58:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7456064155666673664
2026-05-03 19:29:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7456158430823669760
2026-05-03 19:28:29,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A13927028-7455620461394190336
2026-05-03 19:28:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7456406560362336256
2026-05-03 19:21:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7455353819242278914?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7455353819242278914%2C7455629085516501003%29
2026-05-03 19:16:59,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7456598492606603264
2026-05-03 19:15:58,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A7420953-7454838530817781760
2026-05-03 19:13:55,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7456343851478388736
2026-05-03 13:55:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7456260741076148224
2026-05-03 13:54:58,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7456375427620655104
2026-05-01 09:00:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7455708396365877251
2026-04-30 14:15:15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7449363714161512448?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7449363714161512448%2C7455357712940560384%29
2026-04-30 14:07:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7455574486109732864
2026-04-30 14:06:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7455617820677115904
2026-04-30 13:13:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7455325978307809280
2026-04-29 18:05:35,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7455235488996847616
2026-04-29 18:05:30,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7455209961686622208
2026-04-29 13:26:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7454907956577431552?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7454907956577431552%2C7455194469588447232%29
2026-04-29 13:24:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7455185831805206528
2026-04-29 10:10:14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7455056362239086593
2026-04-29 10:09:09,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7455176325733998593
2026-04-29 10:08:49,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7454584219940392960?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7454584219940392960%2C7455120260015456256%29
2026-04-29 07:46:10,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7455119209975549952
2026-04-29 05:27:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7454730236031582208
2026-04-29 05:26:46,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7452719732903964672
2026-04-29 05:24:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7454730297797009408
2026-04-29 05:23:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7454946733278654464
2026-04-28 10:52:56,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7454836389600210944
2026-04-28 09:39:09,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7454748561067507712
2026-04-28 08:05:15,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7454773480832593920
2026-04-27 19:41:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7454513356109025280
2026-04-27 19:39:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7452775169326166016
2026-04-27 19:37:08,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453834066572873728
2026-04-27 19:36:38,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453164622205030402
2026-04-27 19:35:48,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7454197632941518848
2026-04-27 18:47:56,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7454533511702560768
2026-04-27 18:47:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7451606603205861376
2026-04-27 14:12:19,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7454445878725181440
2026-04-27 14:11:57,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7450220089666314240
2026-04-27 14:11:38,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7454514241627299840
2026-04-27 11:41:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7453731143977254912
2026-04-26 14:34:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453714421207527424
2026-04-26 14:31:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453637039033376768
2026-04-26 14:30:29,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7454157418034348032
2026-04-26 09:25:29,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7453744415812157440
2026-04-25 08:53:37,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7449776991014326273
2026-04-25 08:51:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453709040120967168
2026-04-25 05:19:18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453406281492762624
2026-04-25 05:07:02,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7453440226397679617
2026-04-25 05:01:24,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7453535900673703937?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A7453535900673703937%2C7453539088101711872%29
2026-04-25 04:57:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453627448744669184
2026-04-25 04:57:28,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453559600576073729
2026-04-25 04:54:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453464071686942720
2026-04-24 12:20:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453368690936299521
2026-04-24 10:38:00,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7453087862897557504
2026-04-24 10:37:36,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7452688118819811328
2026-04-24 06:50:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453214369397555200
2026-04-24 06:49:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453095027385266177
2026-04-24 06:46:47,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453173731096485889
2026-04-24 05:18:03,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453039249739739136
2026-04-23 16:28:18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453052904585752576
2026-04-23 16:17:28,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7453108405436764160
