Date,Link,OptionText
2025-03-30 06:04:55,https://www.linkedin.com/feed/update/urn:li:ugcPost:7308856633432899585,We’re supposed to refactor? 👀
2025-03-21 09:41:28,https://www.linkedin.com/feed/update/urn:li:ugcPost:7306037821545304064,Both Equally
2025-03-13 12:11:06,https://www.linkedin.com/feed/update/urn:li:ugcPost:7304930598391799809,More than 5 hours
2025-02-19 17:09:13,https://www.linkedin.com/feed/update/urn:li:ugcPost:7295927279551954944,SQL – Only speaks in queries
2024-11-12 14:07:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7262095978424397824,100% remotely
2024-11-05 12:47:27,https://www.linkedin.com/feed/update/urn:li:ugcPost:7259461212441120768,"Так, підтримую"
2024-10-24 06:58:51,https://www.linkedin.com/feed/update/urn:li:ugcPost:7255079083712172032,No more please!
2024-10-18 14:44:44,https://www.linkedin.com/feed/update/urn:li:ugcPost:7251910500987371521,Kanban
2024-10-15 15:49:35,https://www.linkedin.com/feed/update/urn:li:ugcPost:7251901085966061568,Build what is needed
2024-10-11 09:29:56,https://www.linkedin.com/feed/update/urn:li:ugcPost:7249012092022759424,Prompt
2024-10-11 09:27:09,https://www.linkedin.com/feed/update/urn:li:ugcPost:7250412119668482049,Prototype
2024-10-02 07:43:54,https://www.linkedin.com/feed/update/urn:li:ugcPost:7246818332736114689,Не знаю
2024-09-25 12:16:40,https://www.linkedin.com/feed/update/urn:li:ugcPost:7244667491778498560,No
2024-08-22 14:44:08,https://www.linkedin.com/feed/update/urn:li:ugcPost:7232283123265241088,1️⃣ Wynagrodzenie
2024-08-22 14:43:03,https://www.linkedin.com/feed/update/urn:li:ugcPost:7232034380456595456,Telegram
2024-07-24 18:49:48,https://www.linkedin.com/feed/update/urn:li:ugcPost:7221858353826672640,Great if the role was right
2024-06-25 13:53:47,https://www.linkedin.com/feed/update/urn:li:ugcPost:7211320158076743681,Made
2024-06-21 19:12:42,https://www.linkedin.com/feed/update/urn:li:ugcPost:7209235853246685184,Spend Quality Time with Family
2024-06-17 12:50:24,https://www.linkedin.com/feed/update/urn:li:ugcPost:7208392846582665216,Plan to Download Soon 🥳
2024-05-22 22:51:32,https://www.linkedin.com/feed/update/urn:li:ugcPost:7199163204864786432,Both
2024-05-22 19:31:43,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7199081323607568384,True
2024-05-06 18:51:12,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7192134462212648961,Loss of control
2024-04-25 14:14:16,https://www.linkedin.com/feed/update/urn:li:ugcPost:7188871375091113984,NIE
2024-04-25 06:45:45,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7189136877688340481,👥 Engagement
2024-04-25 06:44:05,https://www.linkedin.com/feed/update/urn:li:groupPost:1818369-7189125058307506177,Loan Approval Processes
2024-04-19 08:12:30,https://www.linkedin.com/feed/update/urn:li:ugcPost:7186737988544958464,External (e.g. Pluralsight)
2024-04-12 05:53:33,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7184410520668499968,We call it Agile but …
2024-04-11 10:57:17,https://www.linkedin.com/feed/update/urn:li:ugcPost:7184118809165709314,Так
2024-03-19 06:58:56,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7175468162597945344,Story Points
2024-03-15 08:22:22,https://www.linkedin.com/feed/update/urn:li:ugcPost:7171133577726681089,before 2016
2024-03-01 18:22:03,https://www.linkedin.com/feed/update/urn:li:groupPost:6773411-7169395492173266944,Imputation
2024-02-29 20:21:08,https://www.linkedin.com/feed/update/urn:li:groupPost:1818369-7168952449154605056,Apple
2024-02-29 14:46:30,https://www.linkedin.com/feed/update/urn:li:ugcPost:7168174292210180097,No
2024-02-28 12:16:27,https://www.linkedin.com/feed/update/urn:li:ugcPost:7167400556892831744,Bad speakers
2024-02-24 08:24:59,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7166870164477595649,Charisma
2024-02-02 11:48:30,https://www.linkedin.com/feed/update/urn:li:groupPost:1818369-7159110143786336256,Moderately Optimistic
2024-01-26 13:32:25,https://www.linkedin.com/feed/update/urn:li:ugcPost:7155289668291342336,Ні
2024-01-16 21:01:35,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7153086378006773761,Self-organizing teams
2024-01-16 21:01:22,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7153063330327269379,Jira (in US)
2024-01-09 12:52:08,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7150414183623278592,Agile is like Hot Air Balloon
2024-01-09 12:45:14,https://www.linkedin.com/feed/update/urn:li:ugcPost:7148951666019483648,Гіршим
2024-01-03 07:25:21,https://www.linkedin.com/feed/update/urn:li:groupPost:2784738-7147950245316898816,Agile
2023-12-20 10:24:20,https://www.linkedin.com/feed/update/urn:li:ugcPost:7141403939563884544,Lists
2023-12-19 18:36:52,https://www.linkedin.com/feed/update/urn:li:ugcPost:7141234120495476736,Yes (I'm a man)
2023-12-15 15:00:43,https://www.linkedin.com/feed/update/urn:li:groupPost:2784738-7141379732285149184,✅ YES ✅
2023-11-28 18:09:06,https://www.linkedin.com/feed/update/urn:li:ugcPost:7135308449789165568,"No, but I have other Ikea 😂"
2023-11-20 15:15:00,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7132377938485780480,Disagree
2023-11-18 06:19:56,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7131390504264466432,Jira: Agile giant & widespread
2023-11-17 10:28:04,https://www.linkedin.com/feed/update/urn:li:ugcPost:7131226304569335808,Studia online
2023-11-17 07:02:55,https://www.linkedin.com/feed/update/urn:li:groupPost:1818369-7131133860993499136,Strongly Agree
2023-11-14 14:59:58,https://www.linkedin.com/feed/update/urn:li:ugcPost:7124245886112600064,True
2023-11-09 15:50:23,https://www.linkedin.com/feed/update/urn:li:groupPost:2784738-7127663406785945600,C) Industrial Revolution PM
2023-11-08 12:34:33,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7127649278147067904,Relative Estimation
2023-11-01 20:42:52,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7125457747248095232,Disagree
2023-11-01 20:42:00,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7125404588202971137,Have 1-on-1s with team members
2023-10-31 09:04:11,https://www.linkedin.com/feed/update/urn:li:ugcPost:7123634910682054656,до 30 тис грн
2023-10-24 07:25:30,https://www.linkedin.com/feed/update/urn:li:ugcPost:7118509220055937024,Нет
2023-10-18 13:52:03,https://www.linkedin.com/feed/update/urn:li:ugcPost:7119905123367030784,Time isn’t a measure
2023-10-16 12:44:59,https://www.linkedin.com/feed/update/urn:li:ugcPost:7119203108949262336,"Re-estimate, add to next one"
2023-10-16 12:44:21,https://www.linkedin.com/feed/update/urn:li:ugcPost:7118513332570996737,4-20 тис грн
2023-10-12 13:15:14,https://www.linkedin.com/feed/update/urn:li:ugcPost:7118221164639911936,Yes
2023-10-10 08:37:47,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7117406828585492481,Overcommitting in sprints
2023-10-06 19:20:04,https://www.linkedin.com/feed/update/urn:li:ugcPost:7116054523877408768,Law of tort
2023-10-04 07:43:16,https://www.linkedin.com/feed/update/urn:li:ugcPost:7114699855372910593,"бридка, краще б на ЗСУ пішло"
2023-09-21 06:54:25,https://www.linkedin.com/feed/update/urn:li:ugcPost:7109799985700823040,"Yes, lots please 🍍 🍍 🍍"
2023-09-10 15:54:48,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7105612331077754880,That's an anti-pattern
2023-09-06 05:18:52,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7104893578811748352,Scrum Team
2023-08-08 08:06:40,https://www.linkedin.com/feed/update/urn:li:ugcPost:7094562207467761668,Processor
2023-08-04 16:48:36,https://www.linkedin.com/feed/update/urn:li:ugcPost:7092173223479435264,Data sharing
2023-08-01 07:08:50,https://www.linkedin.com/feed/update/urn:li:ugcPost:7092026035818422272,SMTP
2023-07-18 16:20:27,https://www.linkedin.com/feed/update/urn:li:groupPost:6610234-7086802050600099842,Python
2023-07-18 15:08:05,https://www.linkedin.com/feed/update/urn:li:groupPost:2066905-7086816598606409729,Python
2023-07-08 21:22:52,https://www.linkedin.com/feed/update/urn:li:groupPost:41352-7083544407248912384,Yes
2023-07-03 11:01:44,https://www.linkedin.com/feed/update/urn:li:ugcPost:7080807150112915456,Сидячи
2023-06-29 08:19:30,https://www.linkedin.com/feed/update/urn:li:ugcPost:7078454344341176320,Yes
2023-05-24 08:19:14,https://www.linkedin.com/feed/update/urn:li:ugcPost:7067046367646339072,Так
2023-05-12 10:08:59,https://www.linkedin.com/feed/update/urn:li:ugcPost:7062719803936927745,Managing Meetings
2023-05-11 14:12:44,https://www.linkedin.com/feed/update/urn:li:ugcPost:7062406234972270592,the company
2023-05-09 13:49:21,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-7061148448724549634,Both
2023-05-08 12:54:23,https://www.linkedin.com/feed/update/urn:li:ugcPost:7061287881297801216,Що це?
2023-05-08 12:52:05,https://www.linkedin.com/feed/update/urn:li:ugcPost:7060912991793287169,A dev with wide knowledge
2023-05-08 12:50:56,https://www.linkedin.com/feed/update/urn:li:ugcPost:7061244275107209216,"Так, на 100%"
2023-04-26 05:53:50,https://www.linkedin.com/feed/update/urn:li:ugcPost:7056217492255371264,PayPal is not my Pal!
2023-01-27 10:33:04,https://www.linkedin.com/feed/update/urn:li:ugcPost:7024674746793345025,less than $50
2023-01-19 06:57:47,https://www.linkedin.com/feed/update/urn:li:ugcPost:7021724670374637568,No
2023-01-17 10:01:34,https://www.linkedin.com/feed/update/urn:li:ugcPost:7020699699393216512,Гарна новина :)
2023-01-12 13:17:01,https://www.linkedin.com/feed/update/urn:li:ugcPost:7019245756209381376,CHINA
2023-01-08 14:21:51,https://www.linkedin.com/feed/update/urn:li:ugcPost:7017806944987971584,"Yes, but for a very short time"
2023-01-07 07:46:08,https://www.linkedin.com/feed/update/urn:li:groupPost:2784738-7015513193535987712,Emotional intelligence
2023-01-07 07:45:26,https://www.linkedin.com/feed/update/urn:li:groupPost:2784738-7015726413391556608,Gossip
2023-01-04 18:25:11,https://www.linkedin.com/feed/update/urn:li:ugcPost:7016455479883108352,Czeka nas mocny skok do przodu
2023-01-02 12:35:17,https://www.linkedin.com/feed/update/urn:li:ugcPost:7015610528295268352,No
2023-01-01 19:09:21,https://www.linkedin.com/feed/update/urn:li:ugcPost:7014672463036846081,Learn new skills
2022-12-29 15:53:16,https://www.linkedin.com/feed/update/urn:li:ugcPost:7014228598920257536,❌ No
2022-12-29 15:52:58,https://www.linkedin.com/feed/update/urn:li:ugcPost:7014229486149767168,No
2022-12-29 15:46:17,https://www.linkedin.com/feed/update/urn:li:ugcPost:7014230166293950464,Horror/Stephen King
2022-12-20 14:42:15,https://www.linkedin.com/feed/update/urn:li:ugcPost:7010966479022043137,Good
2022-12-19 21:02:55,https://www.linkedin.com/feed/update/urn:li:ugcPost:7010705854186332161,Five 1 hour workshops
2022-12-19 21:02:06,https://www.linkedin.com/feed/update/urn:li:ugcPost:7010653469246181376,No
2022-12-13 07:46:31,https://www.linkedin.com/feed/update/urn:li:ugcPost:7008269516405125120,"Yes, but only - % of problem"
2022-12-12 18:53:43,https://www.linkedin.com/feed/update/urn:li:ugcPost:7008110747654270976,No
2022-12-12 13:03:10,https://www.linkedin.com/feed/update/urn:li:ugcPost:7008052076685488128,"nieformalnie: na \"Ty\""
2022-12-12 13:02:24,https://www.linkedin.com/feed/update/urn:li:ugcPost:7008026381615788032,Таск-менеджер
2022-12-09 11:20:04,https://www.linkedin.com/feed/update/urn:li:ugcPost:7006879575628558336,I’m NOT going to Bali.
2022-12-07 11:57:31,https://www.linkedin.com/feed/update/urn:li:ugcPost:7006211492056297473,Збільшилася
2022-11-11 19:49:02,https://www.linkedin.com/feed/update/urn:li:groupPost:2784738-6996849332582772736,scope
2022-11-07 07:15:38,https://www.linkedin.com/feed/update/urn:li:ugcPost:6995090975157026816,I quite like it
2022-11-01 21:21:24,https://www.linkedin.com/feed/update/urn:li:ugcPost:6993220361714634752,No ❌
2022-11-01 07:23:17,https://www.linkedin.com/feed/update/urn:li:ugcPost:6992864173797842944,Rough plan in head
2022-10-27 09:36:32,https://www.linkedin.com/feed/update/urn:li:ugcPost:6988892584421007360,Go over budget
2022-10-18 06:08:18,https://www.linkedin.com/feed/update/urn:li:ugcPost:6987354850577514497,Don't like it
2022-09-15 18:21:47,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-6976192636558733313,Results
2022-09-02 13:58:37,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-6971450699154948096,True
2022-09-02 08:52:30,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-6971191079366795265,False
2022-09-01 12:30:59,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-6970038166095376385,Generalist
2022-09-01 12:30:33,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-6971075767946395648,True
2022-09-01 06:44:45,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-6970580140783280128,Product vision
2022-08-31 14:49:23,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-6970313123916390400,Co-located
2022-08-31 14:49:12,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-6970213012997636097,Yes
2022-08-31 14:46:43,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-6970734518651543553,As little as possible
2022-08-06 09:27:50,https://www.linkedin.com/feed/update/urn:li:ugcPost:6961267149415841793,Communication
2022-07-11 19:50:04,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-6952268252559413248,No
2022-07-08 10:19:00,https://www.linkedin.com/feed/update/urn:li:groupPost:81780-6951090078714589184,True
2022-07-07 11:00:55,https://www.linkedin.com/feed/update/urn:li:ugcPost:6950762471347404801,Ignoring separate personality
2022-07-06 07:02:27,https://www.linkedin.com/feed/update/urn:li:ugcPost:6950161752537927680,Speed
2022-07-04 10:46:04,https://www.linkedin.com/feed/update/urn:li:ugcPost:6949659184141381632,No
2022-06-28 13:20:07,https://www.linkedin.com/feed/update/urn:li:ugcPost:6947178964603817986,"Ні, ніколи"
2022-06-24 07:38:08,https://www.linkedin.com/feed/update/urn:li:ugcPost:6944946276622839808,Resistance to change
2022-06-22 10:31:33,https://www.linkedin.com/feed/update/urn:li:ugcPost:6945294434804617216,zagraniczny (Europa/USA/Azja)
2022-06-22 06:13:27,https://www.linkedin.com/feed/update/urn:li:ugcPost:6944600132025786369,Yes
2022-06-17 05:21:05,https://www.linkedin.com/feed/update/urn:li:ugcPost:6943146023435333632,Employees
2022-06-17 05:19:55,https://www.linkedin.com/feed/update/urn:li:ugcPost:6942560759134507008,Credit card
2022-06-13 15:42:58,https://www.linkedin.com/feed/update/urn:li:ugcPost:6942092921902931970,AI-powered robots
2022-06-08 05:32:53,https://www.linkedin.com/feed/update/urn:li:ugcPost:6939133714098462720,China
2022-05-30 09:39:19,https://www.linkedin.com/feed/update/urn:li:ugcPost:6936956593787797504,NO - Right to Privacy!
2022-05-26 06:52:48,https://www.linkedin.com/feed/update/urn:li:ugcPost:6935228212973080577,"In person, Face to face"
2022-05-24 21:11:51,https://www.linkedin.com/feed/update/urn:li:ugcPost:6933166807046393856,Very disappointed
2022-05-24 10:40:02,https://www.linkedin.com/feed/update/urn:li:ugcPost:6934404066198306816,Yes
2022-05-24 10:38:11,https://www.linkedin.com/feed/update/urn:li:ugcPost:6934438665867702272,16-18
2022-05-17 06:52:20,https://www.linkedin.com/feed/update/urn:li:ugcPost:6931890212025311232,Yes
2022-05-04 04:45:58,https://www.linkedin.com/feed/update/urn:li:ugcPost:6927385569232576512,Yes
2022-05-02 06:40:40,https://www.linkedin.com/feed/update/urn:li:ugcPost:6925064479101603840,Other
2022-04-25 06:33:27,https://www.linkedin.com/feed/update/urn:li:ugcPost:6924237557832523776,"Все прекрасно, не вигадуйте"
2022-04-13 05:40:57,https://www.linkedin.com/feed/update/urn:li:ugcPost:6919671181683916800,YES
2022-04-05 21:21:49,https://www.linkedin.com/feed/update/urn:li:groupPost:2784738-6917169538757259264,Cumbersome Process
2022-02-21 13:38:10,https://www.linkedin.com/feed/update/urn:li:ugcPost:6901496583720898562,I work remotely
2022-02-16 07:17:29,https://www.linkedin.com/feed/update/urn:li:ugcPost:6899456734247604224,Transparency
2022-02-14 11:21:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:6898937709004414976,"Yes, always"
2022-02-10 16:51:06,https://www.linkedin.com/feed/update/urn:li:ugcPost:6897544362494959616,The right business idea
2022-02-10 08:53:06,https://www.linkedin.com/feed/update/urn:li:groupPost:3732032-6897450733604548608,Yes
2022-02-09 10:28:49,https://www.linkedin.com/feed/update/urn:li:groupPost:3732032-6897083994786070529,No
2022-02-09 07:30:48,https://www.linkedin.com/feed/update/urn:li:groupPost:3732032-6897036794055995392,No
2022-02-07 12:47:04,https://www.linkedin.com/feed/update/urn:li:ugcPost:6896404055196073984,Communication with the team
2022-02-06 08:12:44,https://www.linkedin.com/feed/update/urn:li:groupPost:3732032-6895942912949985280,Remote
2022-02-06 08:11:45,https://www.linkedin.com/feed/update/urn:li:groupPost:3732032-6895942755680362497,India
2022-02-05 20:52:17,https://www.linkedin.com/feed/update/urn:li:groupPost:3732032-6895821031148199937,Skill
2022-02-05 20:51:48,https://www.linkedin.com/feed/update/urn:li:groupPost:3732032-6895821619088932864,Yes
2022-02-05 19:58:11,https://www.linkedin.com/feed/update/urn:li:ugcPost:6895377811453136896,To be remote 100%
2022-02-03 19:24:29,https://www.linkedin.com/feed/update/urn:li:ugcPost:6894710872577495040,County court
2022-02-02 12:54:19,https://www.linkedin.com/feed/update/urn:li:ugcPost:6894385223493046272,Productivity Boost
2022-01-29 08:40:34,https://www.linkedin.com/feed/update/urn:li:ugcPost:6892867592583737344,Stock Market
2022-01-28 06:53:45,https://www.linkedin.com/feed/update/urn:li:groupPost:3732032-6892690627151196160,Data Science
2022-01-26 07:07:21,https://www.linkedin.com/feed/update/urn:li:ugcPost:6891847126821724160,Easy to track inventory
2022-01-26 07:05:42,https://www.linkedin.com/feed/update/urn:li:ugcPost:6891780206353596417,Never made one! How?
2022-01-21 14:12:33,https://www.linkedin.com/feed/update/urn:li:ugcPost:6890209451245457408,I love them
2022-01-20 17:17:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:6889943916616015872,Yes
2022-01-19 18:20:19,https://www.linkedin.com/feed/update/urn:li:ugcPost:6889517604289945600,Nie
2022-01-18 19:34:57,https://www.linkedin.com/feed/update/urn:li:ugcPost:6888854817226285058,Jira
2022-01-18 11:45:19,https://www.linkedin.com/feed/update/urn:li:groupPost:37631-6889162925114847232,Rugby
2022-01-18 08:06:03,https://www.linkedin.com/feed/update/urn:li:groupPost:3732032-6889080334172979200,Function
2022-01-14 16:31:54,https://www.linkedin.com/feed/update/urn:li:ugcPost:6887770167502225408,No
2022-01-13 14:06:44,https://www.linkedin.com/feed/update/urn:li:ugcPost:6887109245544787968,Nie
2022-01-13 14:06:30,https://www.linkedin.com/feed/update/urn:li:ugcPost:6887354821041557504,💡 Interesting projects
2022-01-12 13:53:58,https://www.linkedin.com/feed/update/urn:li:ugcPost:6886687380481314816,Coffee
2022-01-12 12:43:08,https://www.linkedin.com/feed/update/urn:li:ugcPost:6886987254938578944,No
2022-01-06 20:08:38,https://www.linkedin.com/feed/update/urn:li:ugcPost:6884723721404203008,Looking for one
2022-01-04 14:25:43,https://www.linkedin.com/feed/update/urn:li:ugcPost:6883948558865707008,Learn a new skill
2022-01-04 00:18:07,https://www.linkedin.com/feed/update/urn:li:ugcPost:6883706309770792960,Yes
2021-12-30 19:03:04,https://www.linkedin.com/feed/update/urn:li:ugcPost:6882305913441583104,Helpful...
2021-12-29 20:01:53,https://www.linkedin.com/feed/update/urn:li:ugcPost:6881996586277244929,I have mine done and dusted
2021-12-29 08:13:31,https://www.linkedin.com/feed/update/urn:li:ugcPost:6881521225068232704,15
2021-12-29 08:07:42,https://www.linkedin.com/feed/update/urn:li:ugcPost:6881622694505316352,Kupiłem tylko raz
2021-12-28 13:35:33,https://www.linkedin.com/feed/update/urn:li:ugcPost:6881374562496454656,AGREE
2021-12-27 08:03:27,https://www.linkedin.com/feed/update/urn:li:ugcPost:6880475996290727936,Tel Aviv
2021-12-24 13:57:01,https://www.linkedin.com/feed/update/urn:li:ugcPost:6879809564489859073,Russia. 🇷🇺
2021-12-23 12:02:43,https://www.linkedin.com/feed/update/urn:li:ugcPost:6879747057880449024,1-2
2021-12-23 08:28:20,https://www.linkedin.com/feed/update/urn:li:ugcPost:6879661083641053184,"Делаю, если оплачивают"
2021-12-22 19:31:59,https://www.linkedin.com/feed/update/urn:li:ugcPost:6878717096818278400,Yes
2021-12-16 21:28:09,https://www.linkedin.com/feed/update/urn:li:ugcPost:6877142540164861952,Canada
2021-12-16 15:29:46,https://www.linkedin.com/feed/update/urn:li:ugcPost:6877248677451206656,"Так, готово"
2021-12-16 09:48:44,https://www.linkedin.com/feed/update/urn:li:ugcPost:6877067159017799680,Online Shopping
2021-12-15 13:19:05,https://www.linkedin.com/feed/update/urn:li:ugcPost:6876474634741575680,Prywatna opieka medyczna
2021-12-15 11:48:07,https://www.linkedin.com/feed/update/urn:li:ugcPost:6876848325425999872,Nie
2021-12-14 14:10:04,https://www.linkedin.com/feed/update/urn:li:ugcPost:6876499596101660672,Sidekick - automating tasks
2021-12-11 12:57:44,https://www.linkedin.com/feed/update/urn:li:ugcPost:6875121105250643968,Так
2021-12-10 17:14:54,https://www.linkedin.com/feed/update/urn:li:ugcPost:6874428300220096512,Yes
2021-12-10 11:51:28,https://www.linkedin.com/feed/update/urn:li:ugcPost:6875036648913059840,20%
2021-12-09 20:47:48,https://www.linkedin.com/feed/update/urn:li:ugcPost:6873998271891730433,Нет
2021-12-09 11:17:32,https://www.linkedin.com/feed/update/urn:li:groupPost:2784738-6874665746257997824,Online Courses  and Webinars
2021-12-08 16:06:49,https://www.linkedin.com/feed/update/urn:li:ugcPost:6874218475754196992,Yeah sometimes
2021-12-08 13:36:19,https://www.linkedin.com/feed/update/urn:li:ugcPost:6874327511606542336,Against Product Backlog Items
2021-12-08 08:07:18,https://www.linkedin.com/feed/update/urn:li:ugcPost:6873463579866144768,Rejected
2021-12-08 06:48:59,https://www.linkedin.com/feed/update/urn:li:groupPost:3732032-6874228281739091968,"Yes, they are an asset."
2021-12-08 06:48:27,https://www.linkedin.com/feed/update/urn:li:ugcPost:6874002393353252865,Mindset
2021-12-07 14:02:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:6873975011770732544,Asana
2021-12-07 09:16:52,https://www.linkedin.com/feed/update/urn:li:groupPost:3732032-6873893333056450560,Canada
2021-12-06 21:05:48,https://www.linkedin.com/feed/update/urn:li:ugcPost:6873616538549788672,Confidence
2021-12-04 18:17:16,https://www.linkedin.com/feed/update/urn:li:ugcPost:6872896312254230528,To catch up on work.
2021-12-03 19:22:29,https://www.linkedin.com/feed/update/urn:li:groupPost:3732032-6872546358440603648,No
2021-12-03 17:13:55,https://www.linkedin.com/feed/update/urn:li:groupPost:3732032-6872530006451527680,No
2021-12-03 09:03:47,https://www.linkedin.com/feed/update/urn:li:ugcPost:6872270899794509824,"Yes, better"
2021-12-02 17:19:44,https://www.linkedin.com/feed/update/urn:li:ugcPost:6872113859113598976,Do 8 miu godzin
2021-12-02 10:46:49,https://www.linkedin.com/feed/update/urn:li:ugcPost:6872080685302132736,🤩 7-8 godzin
2021-12-02 09:18:51,https://www.linkedin.com/feed/update/urn:li:ugcPost:6871788298663161857,Я за любий двіж 🎁
2021-12-01 09:52:26,https://www.linkedin.com/feed/update/urn:li:ugcPost:6871548371203710976,1 - 2 Interviews
2021-11-30 20:28:53,https://www.linkedin.com/feed/update/urn:li:ugcPost:6871538432221425665,So excited!
2021-11-30 14:12:47,https://www.linkedin.com/feed/update/urn:li:ugcPost:6871267711696039936,China
2021-11-30 09:13:59,https://www.linkedin.com/feed/update/urn:li:ugcPost:6871198282329284608,Great Work Environment
2021-11-29 16:15:56,https://www.linkedin.com/feed/update/urn:li:ugcPost:6871076919576686592,HOME
2021-11-27 09:48:03,https://www.linkedin.com/feed/update/urn:li:ugcPost:6870049355156611072,Definitely in the comments
2021-11-26 11:54:06,https://www.linkedin.com/feed/update/urn:li:ugcPost:6869920324830453760,Pracuje więcej niż zwykle
2021-11-25 16:06:30,https://www.linkedin.com/feed/update/urn:li:ugcPost:6869534345015635969,Google
2021-11-25 11:41:32,https://www.linkedin.com/feed/update/urn:li:ugcPost:6869541620606353408,HP
2021-11-25 11:30:51,https://www.linkedin.com/feed/update/urn:li:ugcPost:6869290136564183041,Three
2021-11-25 11:23:23,https://www.linkedin.com/feed/update/urn:li:ugcPost:6868870244199407616,На курсах
2021-11-25 11:22:57,https://www.linkedin.com/feed/update/urn:li:ugcPost:6869582149742329856,"No, but I want to start"
