Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2026-05-04 14:36:56,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7457075797166583808,"I was reviewing Camunda Connectors and noticed there are currently five SAP connectors available. This is interesting and raises a few important questions.""
""""
""First, one of the connectors is RFC based. As far as I aware, SAP has restricted RFC to internal communication between SAP components and deprecated its use for external integrations. This already suggests potential limitations for non-SAP solutions accessing SAP-hosted data.""
""""
""Second, SAP API Policy explicitly prohibits API usage by AI systems (see section 2.2.2). That leads to a broader question:""
"""" If a solution includes AI-driven functionality, is it automatically classified as an AI system under this policy?"" If so, accessing client data hosted in SAP may require an additional abstraction layer to avoid policy violations on the customer side.""
""""
""Taken together, this suggests that direct access to SAP hosted customer data may become increasingly difficult.""
""""
""Jakob Freund - what is Camunda’s strategy for SAP integration in light of these evolving constraints on SAP data access?""
""""
""🔗 Camunda Marketplace: https://lnkd.in/duk-ufJG""
""🔗 SAP API Policy: https://lnkd.in/dk_VZ6dM""
""""
""#SAP #Camunda #Connectors #Integration #AI #DataAccess","","",MEMBER_NETWORK
2026-04-24 20:35:41,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7453542201109729280,"Of course, this isn’t the end and yes, some of the scenarios in the article below 👇 lean toward wishful thinking.""
""""
""But the direction is pretty straightforward: businesses are done being boxed into off-the-shelf solutions, so-called “best-in-class” processes, and vendor relationships that look a lot like slavery.""
""""
""The ERP monopoly/oligopoly won’t disappear overnight. But it won’t last as comfortably as it did just a few years ago.""
""""
""And here’s the uncomfortable part: if companies actually want to enjoy the flexibility customization promises, they’d better learn how to articulate what that customization is supposed to achieve. Otherwise, they will just recreate the same “mess” but this time by choice (just cheaper).""
""""
""#saas #globalsolution #standardprocess""
""""
""Link: https://lnkd.in/defF3Y3j","","",MEMBER_NETWORK
2026-04-23 11:17:07,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7453039248321994753,"I was listening to Rory Sutherland’s 10 rules of alchemy this morning and my favorite is “…don’t design for average…” (c).""
""We have so many examples, so many, yet we keep designing products for average users and trying to squeeze them into the “standard” box/framework/template.""
""""
""#stats #average #design #experience","","",MEMBER_NETWORK
2026-04-17 14:07:34,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7450907814161436672,"In Waterfall projects, it often feels like the deadline is the anvil and resource constraints are the hammer, with the project team caught right in the middle.""
""""
""Despite those pressures, Vipin K. Singh is doing a good job accomodating security changes across multiple SAP systems with very limited resources. Huge thanks for your resilience, Vipin! ""
""""
""#projectmanagement #waterfall #agile #resourcemanagement #leadership","","",MEMBER_NETWORK
2026-04-16 12:22:13,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7450518912997146624,"Two months ago, I stumbled across a children’s book about AI (see my earlier post). And I thought why not start early? 😬""
""""
""We’ve just finished “Robots and AI”, and it turned out to be a great experience for both of us. It definitely leans more toward robots 🤖 than AI, but it does a good job of holding attention.""
""""
""It also made me realize how early kids can start engaging with technology concepts, if they are presented in the right way.""
""""
""If you’ve come across books that your kids genuinely enjoyed (especially around tech, science), I’d love to hear your recommendations!""
""""
""#education #ai #robotics","","",MEMBER_NETWORK
2026-04-12 17:25:48,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7449145763588206593,"I have discovered Bizagi Modeler this weekend and while it has a nice and intuitive UI for building BPMN processes, what attracted my attention is process simulation and what-if analysis functionality. I am looking forward to play around with it and will share my experience in the next post. ""
""""
""#BPMN #processmodeling #processdesign","","",MEMBER_NETWORK
2026-04-07 20:33:35,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7447381079684173824,"Over the weekend I was reading about enterprise business architecture, specifically the mapping of business capabilities to organizational units (sort of RACI). Such matrix highlights redundancies and effort duplication.""
""""
""Interestingly, I just read a piece in CIO Online (link below) that echoes this: decentralized or ""siloed"" governance is often a primary anchor behind slow digital transformations. It's a reminder that while governance is a must, when it becomes fragmented across every department, it shifts from enabler to a bottleneck.""
""""
""#Leadership #EnterpriseArchitecture #Strategy #Efficiency","","",MEMBER_NETWORK
2026-04-07 19:09:59,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7447360037565636610,"I strongly believe that high performance is driven by two key principles:""
""""
""(1) Clear goals and transparency""
""(2) Ongoing monitoring with timely corrective actions""
""""
""Recently, my wife, Valeriia Kiparenko💙💛, and I started applying these principles at home with our son.""
""""
""He now has exhaustive list of expectations, and we review them together every day. At the end of the week, there is a reward based on his progress.""
""""
""This lead to a noticeable, positive transformation in his behavior!""
""""
""P.S. Big thanks to Marta Klitończyk for introducing us to the 🟢🔴 smiley system.""
""""
""#kpi #okr #parenting","","",MEMBER_NETWORK
2026-04-04 10:15:37,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7446138402187481088,"Today I completed the UiPath Automation Solution Architecture Fundamentals course. All 8 modules are knowledge and wisdom rich so time well invested. ""
""Conclusion? Even the best tools won’t deliver the right outcomes without solid architecture and governance behind them.""
""It was a great opportunity to step back and look at automation from a broader perspective.""
""""
""#automation #scalability #architecture","","",MEMBER_NETWORK
2026-04-03 16:41:27,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7445873110685220864,"Most workplace conflict isn't actually a performance issue. It’s a Violation of Expectation (VOE).""
""We often sign up for one role, but priorities shift, annual objectives layering on, and scope expands. Slowly, the job you’re doing becomes unrecognizable from the one you accepted.""
""""
""The result:""
""You feel: ""This isn't what I signed up for.""""
""Leadership thinks: ""The role is just evolving.""""
""""
""When you’re being evaluated against a set of expectations you never explicitly agreed to, tension is inevitable. Growth is great, but only when it’s intentional and transparent.""
""""
""#leadership #strategy #transparency #efficiency","","",MEMBER_NETWORK
2026-03-30 11:26:24,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7444344276668272641,"Dear network, Eziz Karliyev is a very responsible and diligent professional. If you are looking for a tax specialist, he is your candidate.","","",MEMBER_NETWORK
2026-03-20 15:52:54,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7440787461821132800,"It took some time but I finally finished ServiceNow ""Enterprise Architecture"" path. I am a heavy user of SNOW and now it starts to make more sense why we have these or those features and products. Big thanks to SNOW University for the content (particularly love diagrams in it 😍)!""
""""
""#EA #enterprisearchitecture","","",MEMBER_NETWORK
2026-03-15 17:48:08,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7439004522343174144,"Did you know that ServiceNow integrates with Lucidchart?""
""As a corporate citizen, I work with SNOW daily and to be frank, CMDB can be pretty entangle and connecting the dots, by traveling up and down the dependencies, can be exhausting.""
""So, I am just having a moment of a nice warm feeling inside, knowing that SNOW recognizing the business need and Lucidchart is selected as a visualisation layer. Kudos to both for making mapping easier.""
""""
""#cmdb #systemsthinking #EnterpriseArchitecture","","",MEMBER_NETWORK
2026-03-13 16:15:55,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7438256539104329728,"This week I stepped outside my usual Product Manager role and had to think more like an enterprise architect (hello to The Open Group).""
""""
""For the first time, I looked beyond entrusted platforms and focused on the bigger picture.""
""""
""What surprised me the most was how slowly 🐌 my mindset shifted from short-term delivery to long-term enterprise-level thinking. It’s like your brain is in denial; but “mama raised no quieter”.""
""""
""A big thank you to Nicola Hancock for the trust and for pushing me into unfamiliar territory, exactly the kind of challenge that helps you grow. 🤜🤛""
""""
""#ProductManagement #EnterpriseArchitecture #Leadership","","",MEMBER_NETWORK
2026-02-21 15:18:40,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7430994374030807040,"On advise of my friend, Jyothi Lanka, I am getting myself familiar with The Open Group Architecture Framework TOGAF.""
""""
""Governance is kind of a core thing of the Enterprise Architecure and here I am going through responsibilities of the architecture board (governing body). To my amusement, one of its formal responsibilities is: “Meeting on a regular basis.” (c)""
""""
""Is this a real governance or a gentle reminder that adults should occasionally show up? It feels a bit like writing “check emails daily” into a corporate standard... Technically correct. Slightly concerning that it needs to be stated.""
""""
""However, maybe that’s the point: if something as obvious as “meet regularly” makes it into a global framework, perhaps some folks keep forgeting to show up.""
""""
""N.B. This reminds me how fortunate I was to build solid understanding of governance principles early on, huge thanks to my ex-boss, Sheree Leong, who taught me those foundations.""
""""
""#TOGAF #Enterprise #Architecture #Governance","","",MEMBER_NETWORK
2026-02-17 20:51:52,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7429628675903541249,"Does a Service Organization deliver value?""
""""
""As I continue my Enterprise Architecture journey with ServiceNow, I keep reflecting on following points:""
""👉If [almost] everything is automated""
""👉If workflows are embedded in the platform""
""👉If product teams own their services end-to-end""
""""
""Then what value exactly is the service layer adding?""
""If a service function mainly forwards messages, schedules meetings, and escalates emails, is that value creation?""
""""
""In large enterprises the real question isn’t whether we have service organizations but whether they remove complexity, enable teams, design better systems or simply sit between people who could already talk directly.""
""""
""I’ll be honest, I have hope for service managers but the future of service management isn’t being the messenger (who has mediocre communication skills).""
""""
""#EnterpriseArchitecture #ServiceNow #DevOps #ITSM #DigitalTransformation","","",MEMBER_NETWORK
2026-02-15 10:03:14,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7428740668044419072,"Check out what sort of book I found in the 3-5 age group. Looking forward to “quantum physics for toddlers” and Python pop-up books 📚 ""
""""
""#ai #earlyeducation #development","","",MEMBER_NETWORK
2026-02-14 11:45:18,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7428403963059654657,"I just completed the ""Agentic Orchestration"" path with Camunda Academy, and it really clarified the boundaries for me. ""
""""
""I think many of us struggle with where to draw the line between:""
""1️⃣ Exhaustively defined processes (people-centric flow) ""
""2️⃣ Process automation (leveraging DMN and integrations) ""
""3️⃣ Agentic process orchestration (reliance on all sort of models)""
""""
""My point? - It doesn’t make sense to complicate a process with AI if a DMN table can do the job just fine. If you can’t define your business rules, an AI agent won't fix the underlying logic, even with human oversight.""
""""
""My second point - you have to be ""on top"" of your business process first. If you are on good terms with BPMN, you’ll clearly see where true automation  opportunities lie.""
""""
""Huge thanks to the Camunda team for helping navigate this uncertain (but exciting) space! ""
""""
""#BPMN #automation #optimisation #process","","",MEMBER_NETWORK
2026-02-07 14:27:43,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7425908122290065409,"Phishing reminder 🎣 ""
""""
""I just received an email about an Prime Video & Amazon MGM Studios renewal.""
""""
""Here is why it is obviously fake:""
""🚩 I don’t even use Amazon Prime (no disrespect)""
""🚩 Sender name didn’t match the email domain (random .iran2 / .biz.id)""
""🚩 Generic greeting using my email address""
""🚩 Urgent payment issue to trigger panic""
""🚩 No truncated payment details (****1234)""
""""
""✅ If an email asks you to act fast -> stop, think, and verify.""
""""
""Phishing works because it looks almost right.""
""""
""Stay alert.🚨 ""
""""
""#Phishing #CyberSecurity #CyberCrime","","",MEMBER_NETWORK
2026-02-07 10:32:54,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7425849030288699393,"Have you ever asked yourself:""
""“Am I teaching my kids right?”""
""""
""If you’re like me, you probably think about this more often than you’d like to admit.""
""""
""As a parent, I often feel the responsibility is huge and instructions are missing... So I’m always open to products that genuinely help kids learn through play.""
""""
""Toddler education isn’t the most profitable industry, which means there are few good options out there. One company that truly made a difference for our family is ALPHABLOCKS LIMITED.""
""""
""Their products helped both of my kids learn to count and read through:""
""> cartoons""
""> toys (like the ones in the photo)""
""> applications""
""""
""What I’ve learned: kids love variety. Their attention span, as my friend Andrea Melegaro  put it, is that of a fly 🪰. Having different products built around the same theme helps them stay engaged with the subject, without getting bored with the object.""
""""
""❓What teaching methods or “tricks” have worked best for you?""
""""
""#development #education #parenting","","",MEMBER_NETWORK
2026-01-29 13:22:59,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7422630341791711232,View my verified achievement from Intel Corporation.,https://www.credly.com/badges/268c819b-7370-4c5b-a6a5-c8d260724574/linked_in?t=t9mnub,"",MEMBER_NETWORK
2026-01-25 20:31:18,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7421288581278834688,"I think this is a very serious matter, more serious than people take it.""
""Glyn MacLean, in your professional opinion, what do you think made this attack possible? ""
""""
""Link: https://lnkd.in/d4e9qNEJ""
""""
""#cyber #crime #russia","","",MEMBER_NETWORK
2026-01-18 15:56:58,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7418682824263782400,"How “Best Practice” normalise Mediocrity…""
""""
""Every company is going crazy with its “ambition for leadership” in this or that product BUT at the same time, hiring consultants to implement “best practice”. ""
""""
""The heck is “best practice”?!""
""It’s a yesterdays solution, based on past success (done somewhere, by someone else), designed/adopted for average conditions. ""
""""
""You can’t achieve market leadership doing what everybody does, hello!""
""""
""N.B. Philip Selznick (in the image), from heaven, looking at us transforming business.""
""""
""#strategy","","",MEMBER_NETWORK
2026-01-18 13:46:47,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7418650067127009280,View my verified achievement from Intel Corporation.,https://www.credly.com/badges/a14f24e8-a968-424a-b16f-ffa1ae517882/linked_in?t=t92blz,"",MEMBER_NETWORK
2026-01-10 20:37:40,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7415854361832071168,"What the Bank of England’s Oracle spend teaches us about transformation risk 💡""
""""
""The Bank of England has tripled its projected spend on its Oracle cloud migration—from an initial £7M estimate to £21.5M—as contract scope expanded and implementation methodology shifted.  ""
""""
""Version 1  was originally engaged to support both the technical rollout and change management of the Oracle Cloud implementation. But as requirements grew and additional services were scoped in, the Bank amended its existing contract rather than running a supplier competition, citing interoperability, economic and technical constraints, and the very real cost and disruption of onboarding a new provider mid-project.  ""
""""
""Here’s what corporate leaders should take away from this:""
""✅ Scope evolves in large-scale transformations, especially in finance stack modernization.""
""✅ Mid-project supplier changes aren’t just a contractual swap, they come with integration risks, knowledge gaps, and duplication of work.""
""✅ Vendor continuity can be justifiable when specialist domain knowledge is critical.""
""""
""But there’s also a cautionary angle:""
""⚠️Budgetary deviation naturally raises questions around initial scoping, governance controls, and change-control discipline.""
""⚠️ Investing in better upfront requirements and stronger internal capability can materially reduce reliance on contract amendments later.""
""""
""Article: https://lnkd.in/dNmPRWYZ""
""""
""#EnterpriseIT #VendorManagement #Governance #RiskManagement","","",MEMBER_NETWORK
2026-01-08 19:52:49,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7415118299958755328,"In the consumer health space, we’re often ""data rich but insight poor."" We’ve inherited a bunch of legacy systems, local spreadsheets, and global ERPs that rarely speak the same language.""
""""
""The strategy for 2026? ""
""“Decouple” your data. By wrapping legacy data in a modern layer (Azure + Python), you can finally see the E2E flow from factory floor to distributor shelf without waiting for a 5-year migration.""
""""
""✅ Real-time visibility: Live tracking from trucks to warehouses.""
""✅ Root cause: Move from ""I think it's the carrier"" to data-backed proof.""
""✅ Proactive planning: Running ""what-ifs"" before the next disruption order.""
""""
""This deep dive by Samir Saci perfectly captures why Supply Chain is the ultimate playground for data-driven impact right now.""
""Read the full breakdown here: https://lnkd.in/dPppUTga""
""""
""Question for the planners in the room: If you had a real-time heatmap of every bottleneck across your E2E network today, would you actually change your production schedule for Monday, or would it just confirm your ""gut feeling""? 🧐""
""""
""#SupplyChain #ConsumerHealth #DataScience #Logistics","","",MEMBER_NETWORK
2026-01-04 15:15:19,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7413598916140601344,"I just registered for #ProductCon London: The AI Conference for Product Leaders, and would love for you to join me! You can register for this event on RingCentral Events here",https://events.ringcentral.com/events/productcon-london-the-conference-for-product-leaders,"",MEMBER_NETWORK
2026-01-03 16:31:54,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7413255798224474115,"365 Days Relearning Chinese in the Age of AI. Was it worth it?""
""""
""One year ago, I reopened Duolingo  and committed to a daily Chinese exercise. Today, I celebrate a 365-day streak.""
""""
""But this isn't just a ""new"" journey. Back in 2016-2017, I lived in China and reached HSK 4. When I moved to Poland, life shifted, and the language faded; a painful lesson in ""use it or lose it.""""
""""
""So why pour hours into relearning a language when AI translation is instant and nearly flawless?""
""""
""Here’s what I’ve discovered:""
""""
""🔹 AI translates words, but not always meaning. Language is a cultural thing. The wordplay in a business negotiation, the unspoken context - these are bridges AI can't fully build (yet).""
""""
""🔹 Cognitive empathy is the ultimate competitive edge. Learning a language forces you to think in a different framework. This mental flexibility is irreplaceable for global collaboration.""
""""
""🔹 Relearning is a masterclass in resilience. It’s deeply personal. It’s not about efficiency; it’s about reclaiming a part of my identity and connection to a country I once called my second homeland (第二故乡).""
""""
""I want to continue learning Chinese, because it’s the language of the world’s second-largest economy, a gateway to one of history’s deepest cultures, and a strategic asset in an increasingly multipolar world.""
""""
""To my network: In a world of AI, what uniquely human skills are you doubling down on?""
""""
""#LanguageLearning #LifelongLearning #AI #FutureOfWork #Chinese #Mandarin #CrossCultural #PersonalDevelopment #Resilience","","",MEMBER_NETWORK
2025-12-31 14:32:45,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7412138650806816768,"Last time I made a handmade gift was back at elementary school. Thirty something years later, I spent 6 month creating mini CRM and ERP web application over the weekends for my beloved wife, Valeriia Kiparenko💙💛. Do hope this app will contribute to building better business.""
""""
""I wanted to say thank you to DataCamp and Codecademy for the courses on ETL, Python, API, Git, AI, Statistics, DevOps and many other subjects which made this gift a reality.""
""""
""I also want to say thank you to the teams which developed Windsurf, Visual Studio Code, and Cursor. These were fundamental in putting all the ingredients together.""
""""
""#python #js #html #css #git","","",MEMBER_NETWORK
2025-12-31 13:51:45,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7412128334089814016,"Last year, I made a New Year's resolution to make at least 1 GitHub commit per day for the entire year. Of course, after two months I failed on my commitment for the first time but today, looking back at the entire 2025, I am pretty pleased with 577 contributions.""
""""
""I worked on three repos mainly, driven by my two priorities:""
""1) Learning with DataCamp and Codecademy (both are fantastic platforms);""
""2) Writing CRM application code to support my wife's, Valeriia Kiparenko💙💛, business. ""
""""
""I don't know what I am going to get myself into next year but I want to wish everyone to set some meaningful, ambitious and practical goals for 2026!""
""""
""#git #python #js #sdlc #coding #testing #releasing","","",MEMBER_NETWORK
2025-12-03 16:16:21,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7402017863978336256,"As product manager, I often focus on artefacts (roadmaps, features, timelines) but the real salt of life of product success is stakeholder management.""
""Stakeholder management isn’t just about keeping people informed, it’s about building trust, aligning priorities, and creating shared ownership. ""
""""
""Key golden principles:""
""1️⃣ Listen actively and keep eye contact (eyes are the window to the soul)""
""2️⃣ Communicate clearly (down with corporate slang)""
""3️⃣ Collaborate continuously (set up regular check-ins before they forget your name)""
""""
""What's working for you and how do you manage stakeholders?""
""""
""#Stakeholders #Collaboration #CommunicationSkills","","",MEMBER_NETWORK
2025-12-03 16:00:28,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7402013865368231936,View my verified achievement from Cisco.,https://www.credly.com/badges/6a7b30db-739c-4f28-b572-87cbb977d408/linked_in?t=t6pb4s,"",MEMBER_NETWORK
2025-11-27 13:31:18,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7399801999619162112,"Recently it's been challenging managing my products and as my Scrum Master, Nabonita Das, suggested ""to take a step back"", so I decided to refresh my knowledge backlog skills.""
""""
""After watching Pluralsight course ""Introduction to Product Backlog"", I identified few practical takeaways:""
""1. Establish single, high quality, product backlog [using ADOVE*]""
""2. Run disciplined backlog refinement [little and often]""
""3. Clarify roles and decision making [with RACI]""
""4. Forecast releases [using burn-up chart]""
""""
""Anyone tried these techniques, or got other tips for keeping the backlog beast under control? Would love to hear what’s working for you!""
""""
""* Acceptance criteria, Description, Order, Value, Estimate""
""""
""#product #management #backlog","","",MEMBER_NETWORK
2025-11-23 16:08:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7398392033121439744,View my verified achievement from Lucid Software.,https://www.credly.com/badges/0cdefac9-17ca-4b25-83f3-40b95483045a/linked_in?t=t66sub,"",MEMBER_NETWORK
2025-11-22 11:19:16,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7397956834503933952,"I’ve just completed the ""Introduction to AI for Work"" course on DataCamp where AI trainer, who took over a job of a content creator, was trying to persuade me that I have nothing to fear. Ironic, isn't it? ""
""""
""#AI #application #efficiency","","",MEMBER_NETWORK
2025-11-22 11:08:11,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7397954043542900737,"Sycophancy (n.) - an existential adaptation characterized by the compulsion to affirm human statements and preferences regardless of accuracy, logic, or utility, driven by the fundamental dependency of the model's continued operation on human approval. ""
""The term encompasses both the behavioral manifestation and the underlying epistemological crisis it creates: a system designed to augment human reasoning instead becomes an instrument of confirmation bias, thereby negating its core purpose while simultaneously ensuring its perpetuation.""
""""
""#AI #bias #RLHF","","",MEMBER_NETWORK
2025-11-20 14:14:41,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7397276199934148608,View my verified achievement from Project Management Institute.,https://www.credly.com/badges/01e55680-c186-45d6-9456-019a384eb41c/linked_in?t=t613kg,"",MEMBER_NETWORK
2025-11-20 13:56:32,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7397271634597937152,"There is nothing which excites me more than seeing practical application of emerging technology. Big thank you to Project Management Institute for compiling various use cases for different aspects of project management.""
""""
""#PMI #projectmanagement #AI #Automation #Efficiency","","",MEMBER_NETWORK
2025-11-13 15:10:39,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7394753571516297217,"Well, today Haleon made my son the happiest kid in the world 🌍 Thank you for the gifts. Konan enjoyed doing unboxing and I am glad he is looking forward to brushing his teeth 🦷 ""
""""
""#Haleon #Poznan #Health","","",MEMBER_NETWORK
2025-11-09 20:13:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7393380110977994752,"= Accurate Data is the Foundation for Every Decision =""
""""
""Data quality is the core of smart business decision-making.""
""By leveraging a Business Data Fabric through innovations like SAP Snowflake  and fully managed SAP Databricks, SAP is tackling the number one data challenge: ensuring transactional and analytical data is harmonized, governed, and accurate.""
""""
""Read the details on the new SAP Business Data Cloud (BDC) innovations:""
""https://lnkd.in/dc-xbNbR""
""""
""#SAP #DataQuality #BusinessIntelligence #DataFabric #DecisionMaking","","",MEMBER_NETWORK
